PREPRINT_DOI,CITATION_INTERVAL,CITATIONS,LOG_CITATIONS
10.1101/014167,16,0,0
10.1101/014167,17,0,0
10.1101/014167,18,0,0
10.1101/014167,19,0,0
10.1101/014167,20,0,0
10.1101/014167,21,0,0
10.1101/014167,22,0,0
10.1101/014167,23,0,0
10.1101/014167,24,0,0
10.1101/014175,7,0,0
10.1101/014175,8,0,0
10.1101/014175,9,0,0
10.1101/014175,10,0,0
10.1101/014175,11,0,0
10.1101/014175,12,0,0
10.1101/014175,13,0,0
10.1101/014175,14,0,0
10.1101/014175,15,0,0
10.1101/014175,16,0,0
10.1101/014175,17,0,0
10.1101/014175,18,0,0
10.1101/014175,19,0,0
10.1101/014175,20,0,0
10.1101/014175,21,0,0
10.1101/014175,22,0,0
10.1101/014175,23,0,0
10.1101/014175,24,0,0
10.1101/014183,-4,0,0
10.1101/014183,-3,0,0
10.1101/014183,-2,0,0
10.1101/014183,-1,0,0
10.1101/014183,0,0,0
10.1101/014183,1,0,0
10.1101/014183,2,0,0
10.1101/014183,3,0,0
10.1101/014183,4,0,0
10.1101/014183,5,0,0
10.1101/014183,6,0,0
10.1101/014183,7,0,0
10.1101/014183,8,0,0
10.1101/014183,9,0,0
10.1101/014183,10,0,0
10.1101/014183,11,0,0
10.1101/014183,12,0,0
10.1101/014183,13,0,0
10.1101/014183,14,0,0
10.1101/014183,15,0,0
10.1101/014183,16,0,0
10.1101/014183,17,0,0
10.1101/014183,18,0,0
10.1101/014183,19,0,0
10.1101/014183,20,0,0
10.1101/014183,21,0,0
10.1101/014183,22,0,0
10.1101/014183,23,0,0
10.1101/014183,24,0,0
10.1101/014209,-5,0,0
10.1101/014209,-4,0,0
10.1101/014209,-3,0,0
10.1101/014209,-2,0,0
10.1101/014209,-1,0,0
10.1101/014209,0,0,0
10.1101/014209,1,0,0
10.1101/014209,2,0,0
10.1101/014209,3,0,0
10.1101/014209,4,0,0
10.1101/014209,5,0,0
10.1101/014209,6,0,0
10.1101/014209,7,0,0
10.1101/014209,8,0,0
10.1101/014209,9,0,0
10.1101/014209,10,0,0
10.1101/014209,11,0,0
10.1101/014209,12,0,0
10.1101/014209,13,0,0
10.1101/014209,14,0,0
10.1101/014209,15,0,0
10.1101/014209,16,0,0
10.1101/014209,17,0,0
10.1101/014209,18,0,0
10.1101/014209,19,0,0
10.1101/014209,20,0,0
10.1101/014209,21,0,0
10.1101/014209,22,0,0
10.1101/014209,23,0,0
10.1101/014209,24,0,0
10.1101/014217,-10,0,0
10.1101/014217,-9,0,0
10.1101/014217,-8,0,0
10.1101/014217,-7,0,0
10.1101/014217,-6,0,0
10.1101/014217,-5,0,0
10.1101/014217,-4,0,0
10.1101/014217,-3,0,0
10.1101/014217,-2,0,0
10.1101/014217,-1,0,0
10.1101/014217,0,0,0
10.1101/014217,1,0,0
10.1101/014217,2,0,0
10.1101/014217,3,0,0
10.1101/014217,4,0,0
10.1101/014217,5,0,0
10.1101/014217,6,0,0
10.1101/014217,7,0,0
10.1101/014217,8,0,0
10.1101/014217,9,0,0
10.1101/014217,10,0,0
10.1101/014217,11,0,0
10.1101/014217,12,0,0
10.1101/014217,13,0,0
10.1101/014217,14,0,0
10.1101/014217,15,0,0
10.1101/014217,16,0,0
10.1101/014217,17,0,0
10.1101/014217,18,0,0
10.1101/014217,19,0,0
10.1101/014217,20,0,0
10.1101/014217,21,0,0
10.1101/014217,22,0,0
10.1101/014217,23,0,0
10.1101/014217,24,0,0
10.1101/014233,-5,0,0
10.1101/014233,-4,0,0
10.1101/014233,-3,0,0
10.1101/014233,-2,0,0
10.1101/014233,-1,0,0
10.1101/014233,0,0,0
10.1101/014233,1,0,0
10.1101/014233,2,0,0
10.1101/014233,3,0,0
10.1101/014233,4,0,0
10.1101/014233,5,0,0
10.1101/014233,6,0,0
10.1101/014233,7,0,0
10.1101/014233,8,0,0
10.1101/014233,9,0,0
10.1101/014233,10,0,0
10.1101/014233,11,0,0
10.1101/014233,12,0,0
10.1101/014233,13,0,0
10.1101/014233,14,0,0
10.1101/014233,15,0,0
10.1101/014233,16,0,0
10.1101/014233,17,0,0
10.1101/014233,18,0,0
10.1101/014233,19,0,0
10.1101/014233,20,0,0
10.1101/014233,21,0,0
10.1101/014233,22,0,0
10.1101/014233,23,0,0
10.1101/014233,24,0,0
10.1101/014241,-8,0,0
10.1101/014241,-7,0,0
10.1101/014241,-6,0,0
10.1101/014241,-5,0,0
10.1101/014241,-4,0,0
10.1101/014241,-3,0,0
10.1101/014241,-2,0,0
10.1101/014241,-1,0,0
10.1101/014241,0,0,0
10.1101/014241,1,1,0.6931471805599453
10.1101/014241,2,0,0
10.1101/014241,3,0,0
10.1101/014241,4,0,0
10.1101/014241,5,0,0
10.1101/014241,6,0,0
10.1101/014241,7,0,0
10.1101/014241,8,0,0
10.1101/014241,9,0,0
10.1101/014241,10,0,0
10.1101/014241,11,0,0
10.1101/014241,12,1,0.6931471805599453
10.1101/014241,13,0,0
10.1101/014241,14,0,0
10.1101/014241,15,0,0
10.1101/014241,16,0,0
10.1101/014241,17,0,0
10.1101/014241,18,0,0
10.1101/014241,19,0,0
10.1101/014241,20,0,0
10.1101/014241,21,0,0
10.1101/014241,22,0,0
10.1101/014241,23,0,0
10.1101/014241,24,0,0
10.1101/014290,-5,0,0
10.1101/014290,-4,0,0
10.1101/014290,-3,0,0
10.1101/014290,-2,0,0
10.1101/014290,-1,0,0
10.1101/014290,0,0,0
10.1101/014290,1,0,0
10.1101/014290,2,0,0
10.1101/014290,3,0,0
10.1101/014290,4,0,0
10.1101/014290,5,0,0
10.1101/014290,6,0,0
10.1101/014290,7,0,0
10.1101/014290,8,0,0
10.1101/014290,9,0,0
10.1101/014290,10,0,0
10.1101/014290,11,0,0
10.1101/014290,12,0,0
10.1101/014290,13,0,0
10.1101/014290,14,0,0
10.1101/014290,15,0,0
10.1101/014290,16,0,0
10.1101/014290,17,0,0
10.1101/014290,18,0,0
10.1101/014290,19,0,0
10.1101/014290,20,0,0
10.1101/014290,21,0,0
10.1101/014290,22,0,0
10.1101/014290,23,0,0
10.1101/014290,24,0,0
10.1101/014308,-4,0,0
10.1101/014308,-3,0,0
10.1101/014308,-2,0,0
10.1101/014308,-1,0,0
10.1101/014308,0,0,0
10.1101/014308,1,0,0
10.1101/014308,2,0,0
10.1101/014308,3,0,0
10.1101/014308,4,0,0
10.1101/014308,5,0,0
10.1101/014308,6,0,0
10.1101/014308,7,0,0
10.1101/014308,8,0,0
10.1101/014308,9,0,0
10.1101/014308,10,0,0
10.1101/014308,11,0,0
10.1101/014308,12,0,0
10.1101/014308,13,0,0
10.1101/014308,14,0,0
10.1101/014308,15,0,0
10.1101/014308,16,0,0
10.1101/014308,17,0,0
10.1101/014308,18,0,0
10.1101/014308,19,0,0
10.1101/014308,20,0,0
10.1101/014308,21,0,0
10.1101/014308,22,0,0
10.1101/014308,23,0,0
10.1101/014308,24,0,0
10.1101/014357,-8,0,0
10.1101/014357,-7,0,0
10.1101/014357,-6,0,0
10.1101/014357,-5,0,0
10.1101/014357,-4,0,0
10.1101/014357,-3,0,0
10.1101/014357,-2,0,0
10.1101/014357,-1,0,0
10.1101/014357,0,0,0
10.1101/014357,1,0,0
10.1101/014357,2,0,0
10.1101/014357,3,0,0
10.1101/014357,4,0,0
10.1101/014357,5,1,0.6931471805599453
10.1101/014357,6,0,0
10.1101/014357,7,0,0
10.1101/014357,8,0,0
10.1101/014357,9,0,0
10.1101/014357,10,0,0
10.1101/014357,11,0,0
10.1101/014357,12,0,0
10.1101/014357,13,0,0
10.1101/014357,14,0,0
10.1101/014357,15,0,0
10.1101/014357,16,0,0
10.1101/014357,17,0,0
10.1101/014357,18,0,0
10.1101/014357,19,0,0
10.1101/014357,20,0,0
10.1101/014357,21,0,0
10.1101/014357,22,0,0
10.1101/014357,23,0,0
10.1101/014357,24,0,0
10.1101/014365,-7,0,0
10.1101/014365,-6,0,0
10.1101/014365,-5,0,0
10.1101/014365,-4,0,0
10.1101/014365,-3,0,0
10.1101/014365,-2,0,0
10.1101/014365,-1,0,0
10.1101/014365,0,0,0
10.1101/014365,1,0,0
10.1101/014365,2,0,0
10.1101/014365,3,0,0
10.1101/014365,4,0,0
10.1101/014365,5,0,0
10.1101/014365,6,0,0
10.1101/014365,7,0,0
10.1101/014365,8,0,0
10.1101/014365,9,0,0
10.1101/014365,10,0,0
10.1101/014365,11,0,0
10.1101/014365,12,0,0
10.1101/014365,13,0,0
10.1101/014365,14,0,0
10.1101/014365,15,0,0
10.1101/014365,16,0,0
10.1101/014365,17,0,0
10.1101/014365,18,0,0
10.1101/014365,19,0,0
10.1101/014365,20,0,0
10.1101/014365,21,0,0
10.1101/014365,22,0,0
10.1101/014365,23,0,0
10.1101/014365,24,0,0
10.1101/014407,-4,0,0
10.1101/014407,-3,0,0
10.1101/014407,-2,0,0
10.1101/014407,-1,0,0
10.1101/014407,0,0,0
10.1101/014407,1,0,0
10.1101/014407,2,0,0
10.1101/014407,3,0,0
10.1101/014407,4,0,0
10.1101/014407,5,0,0
10.1101/014407,6,0,0
10.1101/014407,7,0,0
10.1101/014407,8,0,0
10.1101/014407,9,0,0
10.1101/014407,10,0,0
10.1101/014407,11,0,0
10.1101/014407,12,0,0
10.1101/014407,13,0,0
10.1101/014407,14,0,0
10.1101/014407,15,0,0
10.1101/014407,16,0,0
10.1101/014407,17,0,0
10.1101/014407,18,0,0
10.1101/014407,19,0,0
10.1101/014407,20,0,0
10.1101/014407,21,0,0
10.1101/014407,22,0,0
10.1101/014407,23,0,0
10.1101/014407,24,0,0
10.1101/014415,-12,0,0
10.1101/014415,-11,0,0
10.1101/014415,-10,0,0
10.1101/014415,-9,0,0
10.1101/014415,-8,0,0
10.1101/014415,-7,0,0
10.1101/014415,-6,0,0
10.1101/014415,-5,0,0
10.1101/014415,-4,0,0
10.1101/014415,-3,0,0
10.1101/014415,-2,0,0
10.1101/014415,-1,0,0
10.1101/014415,0,0,0
10.1101/014415,1,0,0
10.1101/014415,2,0,0
10.1101/014415,3,0,0
10.1101/014415,4,0,0
10.1101/014415,5,0,0
10.1101/014415,6,0,0
10.1101/014415,7,0,0
10.1101/014415,8,0,0
10.1101/014415,9,0,0
10.1101/014415,10,0,0
10.1101/014415,11,0,0
10.1101/014415,12,0,0
10.1101/014415,13,0,0
10.1101/014415,14,0,0
10.1101/014415,15,0,0
10.1101/014415,16,0,0
10.1101/014415,17,0,0
10.1101/014415,18,0,0
10.1101/014415,19,0,0
10.1101/014415,20,0,0
10.1101/014415,21,0,0
10.1101/014415,22,0,0
10.1101/014431,-3,0,0
10.1101/014431,-2,0,0
10.1101/014431,-1,0,0
10.1101/014431,0,0,0
10.1101/014431,1,0,0
10.1101/014431,2,0,0
10.1101/014431,3,0,0
10.1101/014431,4,0,0
10.1101/014431,5,0,0
10.1101/014431,6,0,0
10.1101/014431,7,0,0
10.1101/014431,8,0,0
10.1101/014431,9,0,0
10.1101/014431,10,0,0
10.1101/014431,11,0,0
10.1101/014431,12,0,0
10.1101/014431,13,0,0
10.1101/014431,14,0,0
10.1101/014431,15,0,0
10.1101/014431,16,0,0
10.1101/014431,17,0,0
10.1101/014431,18,0,0
10.1101/014431,19,0,0
10.1101/014431,20,0,0
10.1101/014431,21,0,0
10.1101/014431,22,0,0
10.1101/014431,23,0,0
10.1101/014431,24,0,0
10.1101/014449,-8,0,0
10.1101/014449,-7,0,0
10.1101/014449,-6,0,0
10.1101/014449,-5,0,0
10.1101/014449,-4,0,0
10.1101/014449,-3,0,0
10.1101/014449,-2,0,0
10.1101/014449,-1,0,0
10.1101/014449,0,0,0
10.1101/014449,1,0,0
10.1101/014449,2,0,0
10.1101/014449,3,0,0
10.1101/014449,4,0,0
10.1101/014449,5,0,0
10.1101/014449,6,0,0
10.1101/014449,7,0,0
10.1101/014449,8,0,0
10.1101/014449,9,0,0
10.1101/014449,10,0,0
10.1101/014449,11,0,0
10.1101/014449,12,0,0
10.1101/014449,13,0,0
10.1101/014449,14,0,0
10.1101/014449,15,0,0
10.1101/014449,16,0,0
10.1101/014449,17,0,0
10.1101/014449,18,0,0
10.1101/014449,19,0,0
10.1101/014449,20,0,0
10.1101/014449,21,0,0
10.1101/014449,22,0,0
10.1101/014449,23,0,0
10.1101/014449,24,0,0
10.1101/014456,-2,0,0
10.1101/014456,-1,0,0
10.1101/014456,0,0,0
10.1101/014456,1,0,0
10.1101/014456,2,0,0
10.1101/014456,3,0,0
10.1101/014456,4,0,0
10.1101/014456,5,0,0
10.1101/014456,6,0,0
10.1101/014456,7,0,0
10.1101/014456,8,0,0
10.1101/014456,9,0,0
10.1101/014456,10,0,0
10.1101/014456,11,0,0
10.1101/014456,12,0,0
10.1101/014456,13,0,0
10.1101/014456,14,0,0
10.1101/014456,15,0,0
10.1101/014456,16,0,0
10.1101/014456,17,0,0
10.1101/014456,18,0,0
10.1101/014456,19,0,0
10.1101/014456,20,0,0
10.1101/014456,21,0,0
10.1101/014456,22,0,0
10.1101/014456,23,0,0
10.1101/014456,24,0,0
10.1101/014464,-2,0,0
10.1101/014464,-1,0,0
10.1101/014464,0,0,0
10.1101/014464,1,0,0
10.1101/014464,2,0,0
10.1101/014464,3,0,0
10.1101/014464,4,0,0
10.1101/014464,5,0,0
10.1101/014464,6,0,0
10.1101/014464,7,0,0
10.1101/014464,8,0,0
10.1101/014464,9,0,0
10.1101/014464,10,0,0
10.1101/014464,11,0,0
10.1101/014464,12,0,0
10.1101/014464,13,0,0
10.1101/014464,14,0,0
10.1101/014464,15,0,0
10.1101/014464,16,0,0
10.1101/014464,17,0,0
10.1101/014464,18,0,0
10.1101/014464,19,0,0
10.1101/014464,20,0,0
10.1101/014464,21,0,0
10.1101/014464,22,0,0
10.1101/014464,23,0,0
10.1101/014464,24,0,0
10.1101/014472,-5,0,0
10.1101/014472,-4,0,0
10.1101/014472,-3,0,0
10.1101/014472,-2,0,0
10.1101/014472,-1,0,0
10.1101/014472,0,0,0
10.1101/014472,1,0,0
10.1101/014472,2,0,0
10.1101/014472,3,0,0
10.1101/014472,4,0,0
10.1101/014472,5,0,0
10.1101/014472,6,0,0
10.1101/014472,7,0,0
10.1101/014472,8,0,0
10.1101/014472,9,0,0
10.1101/014472,10,0,0
10.1101/014472,11,0,0
10.1101/014472,12,0,0
10.1101/014472,13,0,0
10.1101/014472,14,0,0
10.1101/014472,15,0,0
10.1101/014472,16,0,0
10.1101/014472,17,0,0
10.1101/014472,18,0,0
10.1101/014472,19,0,0
10.1101/014472,20,0,0
10.1101/014472,21,0,0
10.1101/014472,22,0,0
10.1101/014472,23,0,0
10.1101/014472,24,0,0
10.1101/014480,-3,0,0
10.1101/014480,-2,0,0
10.1101/014480,-1,0,0
10.1101/014480,0,0,0
10.1101/014480,1,0,0
10.1101/014480,2,0,0
10.1101/014480,3,0,0
10.1101/014480,4,0,0
10.1101/014480,5,0,0
10.1101/014480,6,0,0
10.1101/014480,7,0,0
10.1101/014480,8,0,0
10.1101/014480,9,0,0
10.1101/014480,10,0,0
10.1101/014480,11,0,0
10.1101/014480,12,0,0
10.1101/014480,13,0,0
10.1101/014480,14,0,0
10.1101/014480,15,0,0
10.1101/014480,16,0,0
10.1101/014480,17,0,0
10.1101/014480,18,0,0
10.1101/014480,19,0,0
10.1101/014480,20,0,0
10.1101/014480,21,0,0
10.1101/014480,22,0,0
10.1101/014480,23,0,0
10.1101/014480,24,0,0
10.1101/014498,-8,0,0
10.1101/014498,-7,0,0
10.1101/014498,-6,1,0.6931471805599453
10.1101/014498,-5,1,0.6931471805599453
10.1101/014498,-4,0,0
10.1101/014498,-3,0,0
10.1101/014498,-2,3,1.3862943611198906
10.1101/014498,-1,3,1.3862943611198906
10.1101/014498,0,2,1.0986122886681098
10.1101/014498,1,2,1.0986122886681098
10.1101/014498,2,1,0.6931471805599453
10.1101/014498,3,0,0
10.1101/014498,4,0,0
10.1101/014498,5,1,0.6931471805599453
10.1101/014498,6,0,0
10.1101/014498,7,0,0
10.1101/014498,8,0,0
10.1101/014498,9,0,0
10.1101/014498,10,1,0.6931471805599453
10.1101/014498,11,0,0
10.1101/014498,12,1,0.6931471805599453
10.1101/014498,13,0,0
10.1101/014498,14,0,0
10.1101/014498,15,0,0
10.1101/014498,16,0,0
10.1101/014498,17,0,0
10.1101/014498,18,0,0
10.1101/014498,19,0,0
10.1101/014498,20,0,0
10.1101/014498,21,0,0
10.1101/014498,22,0,0
10.1101/014498,23,0,0
10.1101/014498,24,0,0
10.1101/014514,-3,0,0
10.1101/014514,-2,0,0
10.1101/014514,-1,0,0
10.1101/014514,0,0,0
10.1101/014514,1,0,0
10.1101/014514,2,0,0
10.1101/014514,3,0,0
10.1101/014514,4,0,0
10.1101/014514,5,0,0
10.1101/014514,6,0,0
10.1101/014514,7,0,0
10.1101/014514,8,0,0
10.1101/014514,9,0,0
10.1101/014514,10,0,0
10.1101/014514,11,0,0
10.1101/014514,12,0,0
10.1101/014514,13,0,0
10.1101/014514,14,0,0
10.1101/014514,15,0,0
10.1101/014514,16,0,0
10.1101/014514,17,0,0
10.1101/014514,18,0,0
10.1101/014514,19,0,0
10.1101/014514,20,0,0
10.1101/014514,21,0,0
10.1101/014514,22,0,0
10.1101/014514,23,0,0
10.1101/014514,24,0,0
10.1101/014522,-2,0,0
10.1101/014522,-1,0,0
10.1101/014522,0,0,0
10.1101/014522,1,0,0
10.1101/014522,2,0,0
10.1101/014522,3,0,0
10.1101/014522,4,0,0
10.1101/014522,5,0,0
10.1101/014522,6,0,0
10.1101/014522,7,0,0
10.1101/014522,8,0,0
10.1101/014522,9,0,0
10.1101/014522,10,0,0
10.1101/014522,11,0,0
10.1101/014522,12,0,0
10.1101/014522,13,0,0
10.1101/014522,14,0,0
10.1101/014522,15,0,0
10.1101/014522,16,0,0
10.1101/014522,17,0,0
10.1101/014522,18,0,0
10.1101/014522,19,0,0
10.1101/014522,20,0,0
10.1101/014522,21,0,0
10.1101/014522,22,0,0
10.1101/014522,23,0,0
10.1101/014522,24,0,0
10.1101/014530,-8,0,0
10.1101/014530,-7,0,0
10.1101/014530,-6,0,0
10.1101/014530,-5,0,0
10.1101/014530,-4,0,0
10.1101/014530,-3,0,0
10.1101/014530,-2,0,0
10.1101/014530,-1,0,0
10.1101/014530,0,0,0
10.1101/014530,1,0,0
10.1101/014530,2,0,0
10.1101/014530,3,0,0
10.1101/014530,4,0,0
10.1101/014530,5,1,0.6931471805599453
10.1101/014530,6,0,0
10.1101/014530,7,0,0
10.1101/014530,8,0,0
10.1101/014530,9,0,0
10.1101/014530,10,0,0
10.1101/014530,11,0,0
10.1101/014530,12,0,0
10.1101/014530,13,0,0
10.1101/014530,14,0,0
10.1101/014530,15,0,0
10.1101/014530,16,0,0
10.1101/014530,17,0,0
10.1101/014530,18,0,0
10.1101/014530,19,0,0
10.1101/014530,20,0,0
10.1101/014530,21,0,0
10.1101/014530,22,0,0
10.1101/014530,23,0,0
10.1101/014530,24,0,0
10.1101/014548,-2,0,0
10.1101/014548,-1,0,0
10.1101/014548,0,0,0
10.1101/014548,1,0,0
10.1101/014548,2,0,0
10.1101/014548,3,0,0
10.1101/014548,4,0,0
10.1101/014548,5,0,0
10.1101/014548,6,0,0
10.1101/014548,7,0,0
10.1101/014548,8,0,0
10.1101/014548,9,0,0
10.1101/014548,10,0,0
10.1101/014548,11,0,0
10.1101/014548,12,0,0
10.1101/014548,13,0,0
10.1101/014548,14,0,0
10.1101/014548,15,0,0
10.1101/014548,16,0,0
10.1101/014548,17,0,0
10.1101/014548,18,0,0
10.1101/014548,19,0,0
10.1101/014548,20,0,0
10.1101/014548,21,0,0
10.1101/014548,22,0,0
10.1101/014548,23,0,0
10.1101/014548,24,0,0
10.1101/014571,-2,0,0
10.1101/014571,-1,0,0
10.1101/014571,0,0,0
10.1101/014571,1,0,0
10.1101/014571,2,0,0
10.1101/014571,3,0,0
10.1101/014571,4,0,0
10.1101/014571,5,0,0
10.1101/014571,6,0,0
10.1101/014571,7,0,0
10.1101/014571,8,0,0
10.1101/014571,9,0,0
10.1101/014571,10,0,0
10.1101/014571,11,0,0
10.1101/014571,12,0,0
10.1101/014571,13,0,0
10.1101/014571,14,0,0
10.1101/014571,15,0,0
10.1101/014571,16,0,0
10.1101/014571,17,0,0
10.1101/014571,18,0,0
10.1101/014571,19,0,0
10.1101/014571,20,0,0
10.1101/014571,21,0,0
10.1101/014571,22,0,0
10.1101/014571,23,0,0
10.1101/014571,24,0,0
10.1101/014589,-5,0,0
10.1101/014589,-4,0,0
10.1101/014589,-3,0,0
10.1101/014589,-2,0,0
10.1101/014589,-1,0,0
10.1101/014589,0,0,0
10.1101/014589,1,0,0
10.1101/014589,2,0,0
10.1101/014589,3,0,0
10.1101/014589,4,0,0
10.1101/014589,5,0,0
10.1101/014589,6,0,0
10.1101/014589,7,0,0
10.1101/014589,8,0,0
10.1101/014589,9,0,0
10.1101/014589,10,0,0
10.1101/014589,11,0,0
10.1101/014589,12,0,0
10.1101/014589,13,0,0
10.1101/014589,14,0,0
10.1101/014589,15,0,0
10.1101/014589,16,0,0
10.1101/014589,17,0,0
10.1101/014589,18,0,0
10.1101/014589,19,0,0
10.1101/014589,20,0,0
10.1101/014589,21,0,0
10.1101/014589,22,0,0
10.1101/014589,23,0,0
10.1101/014589,24,0,0
10.1101/014605,-12,1,0.6931471805599453
10.1101/014605,-11,0,0
10.1101/014605,-10,0,0
10.1101/014605,-9,0,0
10.1101/014605,-8,0,0
10.1101/014605,-7,0,0
10.1101/014605,-6,0,0
10.1101/014605,-5,0,0
10.1101/014605,-4,0,0
10.1101/014605,-3,0,0
10.1101/014605,-2,0,0
10.1101/014605,-1,1,0.6931471805599453
10.1101/014605,0,0,0
10.1101/014605,1,0,0
10.1101/014605,2,0,0
10.1101/014605,3,0,0
10.1101/014605,4,0,0
10.1101/014605,5,0,0
10.1101/014605,6,0,0
10.1101/014605,7,0,0
10.1101/014605,8,0,0
10.1101/014605,9,0,0
10.1101/014613,-9,0,0
10.1101/014613,-8,0,0
10.1101/014613,-7,0,0
10.1101/014613,-6,0,0
10.1101/014613,-5,0,0
10.1101/014613,-4,0,0
10.1101/014613,-3,0,0
10.1101/014613,-2,0,0
10.1101/014613,-1,0,0
10.1101/014613,0,0,0
10.1101/014613,1,0,0
10.1101/014613,2,0,0
10.1101/014613,3,0,0
10.1101/014613,4,0,0
10.1101/014613,5,0,0
10.1101/014613,6,0,0
10.1101/014613,7,0,0
10.1101/014613,8,0,0
10.1101/014613,9,0,0
10.1101/014613,10,0,0
10.1101/014613,11,0,0
10.1101/014613,12,0,0
10.1101/014613,13,0,0
10.1101/014613,14,0,0
10.1101/014613,15,0,0
10.1101/014613,16,0,0
10.1101/014613,17,0,0
10.1101/014613,18,0,0
10.1101/014613,19,0,0
10.1101/014613,20,0,0
10.1101/014613,21,0,0
10.1101/014613,22,0,0
10.1101/014613,23,0,0
10.1101/014613,24,0,0
10.1101/014639,-2,0,0
10.1101/014639,-1,0,0
10.1101/014639,0,0,0
10.1101/014639,1,0,0
10.1101/014639,2,0,0
10.1101/014639,3,0,0
10.1101/014639,4,0,0
10.1101/014639,5,0,0
10.1101/014639,6,0,0
10.1101/014639,7,0,0
10.1101/014639,8,0,0
10.1101/014639,9,0,0
10.1101/014639,10,0,0
10.1101/014639,11,0,0
10.1101/014639,12,0,0
10.1101/014639,13,0,0
10.1101/014639,14,0,0
10.1101/014639,15,0,0
10.1101/014639,16,0,0
10.1101/014639,17,0,0
10.1101/014639,18,0,0
10.1101/014639,19,0,0
10.1101/014639,20,0,0
10.1101/014639,21,0,0
10.1101/014639,22,0,0
10.1101/014639,23,0,0
10.1101/014639,24,0,0
10.1101/014688,-8,0,0
10.1101/014688,-7,0,0
10.1101/014688,-6,0,0
10.1101/014688,-5,0,0
10.1101/014688,-4,0,0
10.1101/014688,-3,0,0
10.1101/014688,-2,0,0
10.1101/014688,-1,0,0
10.1101/014688,0,0,0
10.1101/014688,1,0,0
10.1101/014688,2,0,0
10.1101/014688,3,0,0
10.1101/014688,4,0,0
10.1101/014688,5,0,0
10.1101/014688,6,0,0
10.1101/014688,7,0,0
10.1101/014688,8,0,0
10.1101/014688,9,0,0
10.1101/014688,10,0,0
10.1101/014688,11,0,0
10.1101/014688,12,0,0
10.1101/014688,13,0,0
10.1101/014688,14,0,0
10.1101/014688,15,0,0
10.1101/014688,16,0,0
10.1101/014688,17,0,0
10.1101/014688,18,0,0
10.1101/014688,19,0,0
10.1101/014688,20,0,0
10.1101/014688,21,0,0
10.1101/014688,22,0,0
10.1101/014688,23,0,0
10.1101/014688,24,0,0
10.1101/014720,-1,0,0
10.1101/014720,0,0,0
10.1101/014720,1,0,0
10.1101/014720,2,0,0
10.1101/014720,3,0,0
10.1101/014720,4,0,0
10.1101/014720,5,0,0
10.1101/014720,6,0,0
10.1101/014720,7,0,0
10.1101/014720,8,0,0
10.1101/014720,9,0,0
10.1101/014720,10,0,0
10.1101/014720,11,0,0
10.1101/014720,12,0,0
10.1101/014720,13,0,0
10.1101/014720,14,0,0
10.1101/014720,15,0,0
10.1101/014720,16,0,0
10.1101/014720,17,0,0
10.1101/014720,18,0,0
10.1101/014720,19,0,0
10.1101/014720,20,0,0
10.1101/014720,21,0,0
10.1101/014720,22,0,0
10.1101/014720,23,0,0
10.1101/014720,24,0,0
10.1101/014738,-6,0,0
10.1101/014738,-5,0,0
10.1101/014738,-4,0,0
10.1101/014738,-3,0,0
10.1101/014738,-2,0,0
10.1101/014738,-1,0,0
10.1101/014738,0,0,0
10.1101/014738,1,0,0
10.1101/014738,2,0,0
10.1101/014738,3,0,0
10.1101/014738,4,0,0
10.1101/014738,5,0,0
10.1101/014738,6,0,0
10.1101/014738,7,0,0
10.1101/014738,8,0,0
10.1101/014738,9,0,0
10.1101/014738,10,0,0
10.1101/014738,11,0,0
10.1101/014738,12,0,0
10.1101/014738,13,0,0
10.1101/014738,14,0,0
10.1101/014738,15,0,0
10.1101/014738,16,0,0
10.1101/014738,17,0,0
10.1101/014738,18,0,0
10.1101/014738,19,0,0
10.1101/014738,20,0,0
10.1101/014738,21,0,0
10.1101/014738,22,0,0
10.1101/014738,23,0,0
10.1101/014738,24,0,0
10.1101/014787,0,0,0
10.1101/014787,1,0,0
10.1101/014787,2,0,0
10.1101/014787,3,0,0
10.1101/014787,4,0,0
10.1101/014787,5,0,0
10.1101/014787,6,0,0
10.1101/014787,7,0,0
10.1101/014787,8,0,0
10.1101/014787,9,0,0
10.1101/014787,10,0,0
10.1101/014787,11,0,0
10.1101/014787,12,0,0
10.1101/014787,13,0,0
10.1101/014787,14,0,0
10.1101/014787,15,0,0
10.1101/014787,16,0,0
10.1101/014787,17,0,0
10.1101/014787,18,0,0
10.1101/014787,19,0,0
10.1101/014787,20,0,0
10.1101/014787,21,0,0
10.1101/014787,22,0,0
10.1101/014787,23,0,0
10.1101/014787,24,0,0
10.1101/014803,-8,0,0
10.1101/014803,-7,0,0
10.1101/014803,-6,0,0
10.1101/014803,-5,0,0
10.1101/014803,-4,0,0
10.1101/014803,-3,0,0
10.1101/014803,-2,0,0
10.1101/014803,-1,0,0
10.1101/014803,0,0,0
10.1101/014803,1,0,0
10.1101/014803,2,0,0
10.1101/014803,3,0,0
10.1101/014803,4,0,0
10.1101/014803,5,0,0
10.1101/014803,6,0,0
10.1101/014803,7,0,0
10.1101/014803,8,0,0
10.1101/014803,9,0,0
10.1101/014803,10,0,0
10.1101/014803,11,0,0
10.1101/014803,12,0,0
10.1101/014803,13,0,0
10.1101/014803,14,0,0
10.1101/014803,15,0,0
10.1101/014803,16,0,0
10.1101/014803,17,0,0
10.1101/014803,18,0,0
10.1101/014803,19,0,0
