"PREPRINT_DOI","HAS_ALTMETRIC","ALT_SCORE","ALT_TWEETS","ALT_FEEDS","ALT_MSM","ALT_POLICIES","ALT_WIKIPEDIA","ALT_MENDELEY"
"10.1101/006247",TRUE,1,3,0,0,0,0,1
"10.1101/006387",TRUE,17.3,10,2,0,0,0,39
"10.1101/006395",TRUE,31.1,47,1,0,0,0,181
"10.1101/006353",TRUE,2.5,6,0,0,0,0,41
"10.1101/006403",TRUE,45.028,49,1,2,0,0,150
"10.1101/006213",TRUE,1,4,0,0,0,0,4
"10.1101/006445",TRUE,0.25,1,0,0,0,0,0
"10.1101/006437",TRUE,8.5,3,1,0,0,0,0
"10.1101/006361",TRUE,1,2,0,0,0,0,2
"10.1101/006478",TRUE,0.75,2,0,0,0,0,0
"10.1101/006486",TRUE,15.868,7,2,0,0,0,9
"10.1101/006510",TRUE,0.75,3,0,0,0,0,11
"10.1101/006452",TRUE,8,3,1,0,0,0,0
"10.1101/006544",TRUE,0.5,2,0,0,0,0,5
"10.1101/006551",TRUE,20.05,19,1,0,0,0,20
"10.1101/006569",FALSE,0,0,0,0,0,0,0
"10.1101/006619",TRUE,3.5,6,0,0,0,0,1
"10.1101/006577",TRUE,4.25,8,0,0,0,0,10
"10.1101/006593",TRUE,0.25,1,0,0,0,0,3
"10.1101/006585",TRUE,32.056,31,2,0,0,0,1
"10.1101/006601",TRUE,56.796,65,3,0,0,0,4
"10.1101/006627",TRUE,23.13,15,2,0,0,0,0
"10.1101/006635",TRUE,2.5,4,0,0,0,0,1
"10.1101/006643",TRUE,2.35,5,0,0,0,0,6
"10.1101/006650",TRUE,1.1,2,0,0,0,0,4
"10.1101/006676",TRUE,0.75,3,0,0,0,0,6
"10.1101/006692",TRUE,5.95,13,0,0,0,0,0
"10.1101/006684",TRUE,10.25,10,1,0,0,0,13
"10.1101/006700",TRUE,10.8,6,1,0,0,0,0
"10.1101/006726",TRUE,9.2,19,0,0,0,0,16
"10.1101/006734",TRUE,7.75,2,1,0,0,0,3
"10.1101/006742",TRUE,12.098,4,1,0,0,0,0
"10.1101/006817",TRUE,1,0,0,0,0,0,1
"10.1101/006825",TRUE,21.1,31,1,0,0,0,31
"10.1101/006775",TRUE,13.126,3,2,0,0,0,0
"10.1101/005447",TRUE,17.7,22,1,0,0,0,1
"10.1101/006809",TRUE,22.45,37,0,0,0,0,12
"10.1101/006791",TRUE,1,3,0,0,0,0,20
"10.1101/006833",TRUE,1.5,1,0,0,0,0,11
"10.1101/006866",TRUE,10.7,8,1,0,0,0,0
"10.1101/006890",TRUE,40.55,25,3,0,0,0,0
"10.1101/006841",TRUE,29.758,34,2,0,0,0,53
"10.1101/006908",TRUE,11.1,26,0,0,0,0,35
"10.1101/006924",TRUE,13.498,7,1,0,0,0,0
"10.1101/006940",TRUE,26.298,35,1,0,0,0,18
"10.1101/006973",TRUE,31.106,34,2,0,0,0,2
"10.1101/006932",TRUE,3.1,6,0,0,0,0,0
"10.1101/006981",TRUE,10,7,1,0,0,0,2
"10.1101/007039",TRUE,13.1,6,1,0,0,1,57
"10.1101/004671",TRUE,38.05,43,2,0,0,0,1
"10.1101/006999",TRUE,0.75,2,0,0,0,0,18
"10.1101/007005",TRUE,9.75,7,1,0,0,0,7
"10.1101/007047",TRUE,11.95,9,1,0,0,0,0
"10.1101/007054",TRUE,43.4,38,1,2,0,0,60
"10.1101/007062",TRUE,2.25,4,0,0,0,0,0
"10.1101/007021",FALSE,0,0,0,0,0,0,0
"10.1101/007088",TRUE,46.856,65,2,0,0,0,15
"10.1101/007096",TRUE,4.25,8,0,0,0,0,1
"10.1101/007112",TRUE,1.75,3,0,0,0,0,0
"10.1101/007120",TRUE,13.1,13,1,0,0,0,28
"10.1101/007153",TRUE,16.048,10,1,0,0,0,7
"10.1101/007161",TRUE,10.5,7,1,0,0,0,19
"10.1101/007187",TRUE,121.75,174,3,0,0,1,1
"10.1101/007203",TRUE,14.2,14,1,0,0,0,0
"10.1101/007211",TRUE,18.196,15,2,0,0,0,5
"10.1101/007229",TRUE,1.5,4,0,0,0,0,19
"10.1101/007252",TRUE,31.848,28,2,0,0,0,14
"10.1101/007237",TRUE,9,20,0,0,0,0,14
"10.1101/007260",TRUE,0.5,2,0,0,0,0,3
"10.1101/007278",TRUE,4.5,11,0,0,0,0,0
"10.1101/007310",TRUE,3.5,8,0,0,0,0,25
"10.1101/007336",TRUE,14.3,10,0,1,0,0,0
"10.1101/007294",FALSE,0,0,0,0,0,0,0
"10.1101/007344",TRUE,6.5,12,0,0,0,0,18
"10.1101/007351",TRUE,43.75,69,1,0,0,0,42
"10.1101/007369",TRUE,11.25,10,1,0,0,0,17
"10.1101/007385",TRUE,0.5,2,0,0,0,0,4
"10.1101/007377",TRUE,3.1,6,0,0,0,0,3
"10.1101/007393",TRUE,1.5,3,0,0,0,0,14
"10.1101/007427",TRUE,17.198,16,1,0,0,0,34
"10.1101/007401",TRUE,49.264,76,2,0,0,0,192
"10.1101/007435",TRUE,1.5,5,0,0,0,0,30
"10.1101/007419",TRUE,15.45,18,1,0,0,0,2
"10.1101/007443",TRUE,6.7,13,0,0,0,0,15
"10.1101/006098",TRUE,0.5,2,0,0,0,0,0
"10.1101/007450",TRUE,1.6,4,0,0,0,0,0
"10.1101/007468",TRUE,0.5,2,0,0,0,0,0
"10.1101/007476",TRUE,19.1,25,1,0,0,0,1
"10.1101/007484",TRUE,8.85,5,1,0,0,0,10
"10.1101/007500",TRUE,12.998,6,1,0,0,0,26
"10.1101/007526",TRUE,7.846,3,1,0,0,0,27
"10.1101/007492",TRUE,24.004,22,2,0,0,0,9
"10.1101/007542",TRUE,36.404,30,4,0,0,0,3
"10.1101/007559",TRUE,20.598,12,2,0,0,0,30
"10.1101/007567",TRUE,40.65,67,1,0,0,0,3
"10.1101/007575",TRUE,11.95,5,1,0,0,0,30
"10.1101/007518",TRUE,1.75,4,0,0,0,0,1
"10.1101/005850",TRUE,29.164,19,2,0,0,1,12
"10.1101/007609",TRUE,12.15,9,1,0,0,0,4
"10.1101/007617",TRUE,0.25,1,0,0,0,0,0
"10.1101/007633",TRUE,21.296,16,2,0,0,0,99
"10.1101/007641",TRUE,1.6,4,0,0,0,0,14
"10.1101/007583",TRUE,5.5,15,0,0,0,0,2
"10.1101/007591",TRUE,14.85,17,1,0,0,0,1
"10.1101/007625",TRUE,0.5,2,0,0,0,0,0
"10.1101/006411",TRUE,16.998,5,2,0,0,0,0
"10.1101/007658",TRUE,1.25,5,0,0,0,0,9
"10.1101/007708",TRUE,1,4,0,0,0,0,0
"10.1101/007666",TRUE,9.7,23,0,0,0,0,1
"10.1101/007682",TRUE,1.75,4,0,0,0,0,0
"10.1101/007674",TRUE,2.5,6,0,0,0,0,0
"10.1101/007690",TRUE,12.848,6,1,0,0,0,1
"10.1101/007724",TRUE,8,4,1,0,0,0,0
"10.1101/007732",TRUE,0.25,1,0,0,0,0,0
"10.1101/007765",TRUE,10.5,9,1,0,0,0,0
"10.1101/007716",TRUE,0.25,1,0,0,0,0,0
"10.1101/007740",TRUE,0.75,3,0,0,0,0,0
"10.1101/007757",TRUE,18.1,9,0,1,0,0,1
"10.1101/007773",TRUE,2,6,0,0,0,0,0
"10.1101/007781",TRUE,15.95,16,1,0,0,0,14
"10.1101/006346",TRUE,9.2,16,0,0,0,0,3
"10.1101/007799",TRUE,5.35,10,0,0,0,0,18
"10.1101/007807",TRUE,2.6,5,0,0,0,0,56
"10.1101/007864",TRUE,15.53,17,1,0,0,0,31
"10.1101/007831",TRUE,7.2,9,0,0,0,0,0
"10.1101/007849",TRUE,3.1,6,0,0,0,0,0
"10.1101/007898",TRUE,1.5,5,0,0,0,0,0
"10.1101/007914",TRUE,1.75,4,0,0,0,0,43
"10.1101/007922",TRUE,6.45,12,0,0,0,0,29
"10.1101/007930",TRUE,1,4,0,0,0,0,2
"10.1101/007955",TRUE,12.348,5,1,0,0,0,7
"10.1101/007948",TRUE,9.096,6,1,0,0,0,1
"10.1101/007963",TRUE,14.096,15,1,0,0,0,9
"10.1101/008003",TRUE,99.704,133,3,0,0,0,12
"10.1101/008011",TRUE,1.5,3,0,0,0,0,4
"10.1101/008029",TRUE,1.5,3,0,0,0,0,1
"10.1101/008037",TRUE,38,67,1,0,0,0,90
"10.1101/007971",TRUE,1.5,5,0,0,0,0,0
"10.1101/008052",TRUE,17.7,22,1,0,0,0,11
"10.1101/008078",TRUE,15.95,19,1,0,0,0,19
"10.1101/008136",TRUE,0.5,2,0,0,0,0,2
"10.1101/008128",TRUE,1,3,0,0,0,0,0
"10.1101/008110",TRUE,3.35,9,0,0,0,0,12
"10.1101/008144",TRUE,5.35,11,0,0,0,0,0
"10.1101/008169",TRUE,0.75,3,0,0,0,0,0
"10.1101/008151",TRUE,2.25,5,0,0,0,0,0
"10.1101/008177",TRUE,2.85,5,0,0,0,0,6
"10.1101/008193",TRUE,9.1,6,1,0,0,0,7
"10.1101/008219",TRUE,0.75,3,0,0,0,0,5
"10.1101/008250",TRUE,9.5,6,1,0,0,0,43
"10.1101/008235",TRUE,5.75,14,0,0,0,0,12
"10.1101/008268",TRUE,1.75,5,0,0,0,0,14
"10.1101/008318",TRUE,4.3,7,0,0,0,0,0
"10.1101/008227",TRUE,0.75,3,0,0,0,0,3
"10.1101/008276",TRUE,1.25,5,0,0,0,0,11
"10.1101/008359",TRUE,14.23,13,1,0,0,0,0
"10.1101/008342",TRUE,5.25,8,0,0,0,0,5
"10.1101/008367",TRUE,24.43,25,2,0,0,0,11
"10.1101/008326",TRUE,1.35,3,0,0,0,0,15
"10.1101/008284",TRUE,4.25,11,0,0,0,0,0
"10.1101/008375",TRUE,26.55,41,1,0,0,0,11
"10.1101/008383",TRUE,33.046,45,1,0,0,0,39
"10.1101/008409",TRUE,9.7,17,0,0,0,0,13
"10.1101/008417",TRUE,16.412,12,1,0,0,0,2
"10.1101/008425",TRUE,7.3,13,0,0,0,0,18
"10.1101/008433",TRUE,3.35,5,0,0,0,0,3
"10.1101/008458",TRUE,4.75,11,0,0,0,0,0
"10.1101/008466",TRUE,0.5,2,0,0,0,0,1
"10.1101/008474",TRUE,1,3,0,0,0,0,6
"10.1101/008482",TRUE,2.1,5,0,0,0,0,0
"10.1101/008490",TRUE,3.5,9,0,0,0,0,4
"10.1101/008516",TRUE,0.5,2,0,0,0,0,0
"10.1101/008524",TRUE,0.25,1,0,0,0,0,0
"10.1101/008532",TRUE,6.95,15,0,0,0,0,6
"10.1101/008540",TRUE,14.45,15,1,0,0,0,1
"10.1101/008557",TRUE,0.75,3,0,0,0,0,8
"10.1101/008565",TRUE,20.1,38,0,0,0,0,0
"10.1101/008581",TRUE,2.1,5,0,0,0,0,1
"10.1101/008615",TRUE,3.25,6,0,0,0,0,7
"10.1101/008607",TRUE,0.75,3,0,0,0,0,0
"10.1101/008649",TRUE,0.75,3,0,0,0,0,0
"10.1101/008623",TRUE,9.75,5,1,0,0,0,3
"10.1101/008631",TRUE,5.35,9,0,0,0,0,4
"10.1101/008656",TRUE,1.25,4,0,0,0,0,1
"10.1101/008730",TRUE,2.5,7,0,0,0,0,0
"10.1101/008714",TRUE,3.6,7,0,0,0,0,0
"10.1101/008672",TRUE,20.798,23,1,0,0,0,1
"10.1101/008698",TRUE,6.35,14,0,0,0,0,6
"10.1101/008680",TRUE,3.5,10,0,0,0,0,9
"10.1101/008706",TRUE,27.65,48,0,0,0,0,0
"10.1101/008748",TRUE,18.746,22,1,0,0,0,0
"10.1101/008664",TRUE,32.814,19,3,0,0,0,10
"10.1101/008755",TRUE,12.098,4,1,0,0,0,1
"10.1101/008771",TRUE,2.5,7,0,0,0,0,15
"10.1101/008789",TRUE,15.498,10,1,0,0,0,1
"10.1101/008797",TRUE,21.048,11,2,0,0,0,13
"10.1101/008805",TRUE,13.998,10,1,0,0,0,0
"10.1101/008813",TRUE,1.5,2,0,0,0,0,0
"10.1101/008839",TRUE,8.532,5,1,0,0,0,0
"10.1101/008821",TRUE,11.85,13,1,0,0,0,13
"10.1101/008847",TRUE,10.3,20,0,0,0,0,0
"10.1101/008862",TRUE,20.948,12,2,0,0,0,7
"10.1101/008854",TRUE,2,5,0,0,0,0,0
"10.1101/008904",TRUE,2,5,0,0,0,0,0
"10.1101/008896",TRUE,5.55,8,0,0,0,0,15
"10.1101/008920",TRUE,2,4,0,0,0,0,5
"10.1101/008938",TRUE,15.5,29,0,0,0,0,6
"10.1101/008912",TRUE,10.1,8,1,0,0,0,1
"10.1101/008946",TRUE,3,7,0,0,0,0,0
"10.1101/008953",TRUE,12.748,4,1,0,0,0,6
"10.1101/008961",TRUE,3,7,0,0,0,0,15
"10.1101/009027",TRUE,46.356,53,3,0,0,0,18
"10.1101/009092",TRUE,19.348,18,1,0,0,0,0
"10.1101/009084",TRUE,17.748,19,1,0,0,0,4
"10.1101/009100",TRUE,9.812,7,1,0,0,0,0
"10.1101/008979",TRUE,14.1,18,1,0,0,0,6
"10.1101/008995",TRUE,1.75,4,0,0,0,0,2
"10.1101/009001",TRUE,18.348,20,1,0,0,0,17
"10.1101/008185",TRUE,1.25,4,0,0,0,0,0
"10.1101/009134",TRUE,15.248,11,1,0,0,0,0
"10.1101/009126",TRUE,3.5,7,0,0,0,0,0
"10.1101/009175",TRUE,20.348,22,1,0,0,0,0
"10.1101/009183",TRUE,2,6,0,0,0,0,0
"10.1101/009209",TRUE,16.748,15,1,0,0,0,0
"10.1101/009225",TRUE,16.348,12,1,0,0,0,0
"10.1101/009217",TRUE,1.75,4,0,0,0,0,17
"10.1101/007823",TRUE,11,24,0,0,0,0,0
"10.1101/009191",TRUE,29.876,24,2,0,0,0,0
"10.1101/009290",TRUE,3.25,6,0,0,0,0,10
"10.1101/009274",TRUE,5.2,9,0,0,0,0,24
"10.1101/009282",TRUE,22.598,28,1,0,0,0,7
"10.1101/009308",TRUE,1,4,0,0,0,0,2
"10.1101/009340",TRUE,40.398,26,2,0,0,4,2
"10.1101/009332",TRUE,5.75,11,0,0,0,0,5
"10.1101/009365",TRUE,3.5,8,0,0,0,0,0
"10.1101/009373",TRUE,17.848,13,1,0,0,0,1
"10.1101/009357",TRUE,12.748,8,1,0,0,0,7
"10.1101/009258",TRUE,14.948,8,1,0,0,0,30
"10.1101/008508",TRUE,0.5,2,0,0,0,0,0
"10.1101/009407",TRUE,19.776,7,2,0,0,0,5
"10.1101/009423",TRUE,14.75,17,1,0,0,0,0
"10.1101/009449",TRUE,94.72,140,3,0,0,0,4
"10.1101/009431",TRUE,17.948,15,1,0,0,0,0
"10.1101/009472",TRUE,54.472,76,2,0,0,0,21
"10.1101/009464",TRUE,20.678,11,2,0,0,0,1
"10.1101/009480",TRUE,1.75,4,0,0,0,0,0
"10.1101/009522",TRUE,0.25,1,0,0,0,0,0
"10.1101/009498",TRUE,11.45,9,1,0,0,0,1
"10.1101/009506",TRUE,17.25,19,1,0,0,0,17
"10.1101/009555",TRUE,1.85,5,0,0,0,0,11
"10.1101/009548",TRUE,4.6,12,0,0,0,0,1
"10.1101/009456",TRUE,22.498,25,1,0,0,0,1
"10.1101/009563",TRUE,20.098,21,1,0,0,0,0
"10.1101/008987",TRUE,7.75,3,1,0,0,0,11
"10.1101/009571",TRUE,1.25,5,0,0,0,0,0
"10.1101/009597",TRUE,0.25,1,0,0,0,0,1
"10.1101/009589",TRUE,2,5,0,0,0,0,5
"10.1101/009654",TRUE,16.55,18,1,0,0,0,1
"10.1101/009613",TRUE,53.23,84,1,0,0,0,1
"10.1101/009670",TRUE,14.85,18,1,0,0,0,1
"10.1101/009688",TRUE,1,4,0,0,0,0,0
"10.1101/009696",TRUE,10.5,8,1,0,0,0,0
"10.1101/009720",TRUE,3.25,6,0,0,0,0,0
"10.1101/009753",TRUE,9.3,14,0,0,0,0,7
"10.1101/009761",TRUE,1.25,4,0,0,0,0,2
"10.1101/007906",TRUE,4,11,0,0,0,0,16
"10.1101/009795",TRUE,19.898,16,1,0,0,0,18
"10.1101/009803",TRUE,21.55,29,1,0,0,0,2
"10.1101/009811",TRUE,1.75,4,0,0,0,0,0
"10.1101/009837",TRUE,15.498,13,1,0,0,0,21
"10.1101/009845",TRUE,1.5,2,0,0,0,0,1
"10.1101/009829",TRUE,2.75,5,0,0,0,0,0
"10.1101/009878",TRUE,4,9,0,0,0,0,15
"10.1101/009886",TRUE,16.85,22,1,0,0,0,1
"10.1101/009902",TRUE,8.4,15,0,0,0,0,0
"10.1101/009928",TRUE,17.448,14,1,0,0,0,34
"10.1101/009936",TRUE,25.7,41,0,0,0,0,38
"10.1101/009944",TRUE,40.25,75,0,0,0,0,49
"10.1101/009951",TRUE,15.4,31,0,0,0,0,13
"10.1101/009969",TRUE,12.848,5,1,0,0,0,0
"10.1101/009977",TRUE,9.3,19,0,0,0,0,2
"10.1101/009985",TRUE,3.35,7,0,0,0,0,0
"10.1101/009993",TRUE,10.12,4,1,0,0,0,5
"10.1101/010009",TRUE,2.25,5,0,0,0,0,2
"10.1101/010017",TRUE,12.998,7,1,0,0,0,0
"10.1101/010033",TRUE,1.5,6,0,0,0,0,4
"10.1101/010066",TRUE,2,3,0,0,0,0,1
"10.1101/010074",TRUE,13.256,14,1,0,0,0,6
"10.1101/010082",TRUE,4.95,8,0,0,0,0,0
"10.1101/010041",TRUE,5.5,13,0,0,0,0,0
"10.1101/010058",TRUE,2.5,7,0,0,0,0,1
"10.1101/010165",TRUE,0.5,2,0,0,0,0,4
"10.1101/010140",TRUE,4.6,7,0,0,0,0,6
"10.1101/010124",TRUE,9.4,21,0,0,0,0,7
"10.1101/010116",TRUE,13.998,12,1,0,0,0,0
"10.1101/010132",TRUE,10.524,8,1,0,0,0,0
"10.1101/010181",TRUE,8,3,1,0,0,0,18
"10.1101/010173",TRUE,15.698,11,1,0,0,0,1
"10.1101/010199",TRUE,15.748,11,1,0,0,0,91
"10.1101/010231",TRUE,13.998,11,1,0,0,0,23
"10.1101/010207",TRUE,16.348,15,1,0,0,0,0
"10.1101/010249",TRUE,5.45,10,0,0,0,0,0
"10.1101/010314",TRUE,15.45,20,1,0,0,0,17
"10.1101/010330",TRUE,5.75,14,0,0,0,0,15
"10.1101/010215",TRUE,12.15,28,0,0,0,0,0
"10.1101/010355",TRUE,14.9,16,1,0,0,0,0
"10.1101/010348",TRUE,24.55,44,0,0,0,0,2
"10.1101/010363",TRUE,48.5,75,1,0,0,0,2
"10.1101/010322",TRUE,2.75,5,0,0,0,0,0
"10.1101/010371",TRUE,11.7,22,0,0,0,0,3
"10.1101/010397",TRUE,15.578,14,1,0,0,0,9
"10.1101/010405",TRUE,1.75,5,0,0,0,0,7
"10.1101/010413",TRUE,1.75,6,0,0,0,0,0
"10.1101/010496",TRUE,3.35,7,0,0,0,0,0
"10.1101/010488",TRUE,15.046,17,1,0,0,0,35
"10.1101/010546",TRUE,38.524,55,2,0,0,0,16
"10.1101/010256",TRUE,8.35,17,0,0,0,0,32
"10.1101/010538",TRUE,6.05,12,0,0,0,0,4
"10.1101/010504",TRUE,3.5,6,0,0,0,0,6
"10.1101/010520",TRUE,0.5,2,0,0,0,0,0
"10.1101/010561",TRUE,3.1,7,0,0,0,0,0
"10.1101/010553",TRUE,30.12,7,3,1,0,0,11
"10.1101/010595",TRUE,4.6,9,0,0,0,0,13
"10.1101/010603",TRUE,1.6,4,0,0,0,0,0
"10.1101/010611",TRUE,12.748,7,1,0,0,0,15
"10.1101/010629",TRUE,13.748,9,1,0,0,0,0
"10.1101/010645",TRUE,14.948,11,1,0,0,0,0
"10.1101/010637",TRUE,11.998,4,1,0,0,0,4
"10.1101/010652",TRUE,0.75,3,0,0,0,0,0
"10.1101/010686",TRUE,2.75,8,0,0,0,0,0
"10.1101/010710",TRUE,5.85,14,0,0,0,0,0
"10.1101/010728",TRUE,19.348,19,1,0,0,0,1
"10.1101/010702",TRUE,2.1,6,0,0,0,0,7
"10.1101/010769",TRUE,13.45,12,1,0,0,0,2
"10.1101/010835",TRUE,5.45,10,0,0,0,0,10
"10.1101/010785",TRUE,11.998,4,1,0,0,0,1
"10.1101/010819",TRUE,12.848,5,1,0,0,0,3
"10.1101/010793",TRUE,0.5,2,0,0,0,0,0
"10.1101/009746",TRUE,3.5,7,0,0,0,0,0
"10.1101/010801",TRUE,5.5,12,0,0,0,0,13
"10.1101/010777",TRUE,3.5,8,0,0,0,0,126
"10.1101/010850",TRUE,9,4,1,0,0,0,26
"10.1101/010876",TRUE,12.85,13,1,0,0,0,43
"10.1101/010868",TRUE,4.95,10,0,0,0,0,0
"10.1101/010843",TRUE,14.35,18,1,0,0,0,1
"10.1101/010918",TRUE,11.45,10,1,0,0,0,0
"10.1101/010926",TRUE,19.6,29,1,0,0,0,2
"10.1101/010884",TRUE,38.25,16,1,3,0,0,3
"10.1101/010934",TRUE,14.5,18,1,0,0,0,43
"10.1101/010942",TRUE,16.7,6,2,0,0,0,0
"10.1101/010751",TRUE,2.25,5,0,0,0,0,2
"10.1101/010900",TRUE,1.85,4,0,0,0,0,0
"10.1101/010959",TRUE,17.648,16,1,0,0,0,8
"10.1101/010983",TRUE,4,9,0,0,0,0,7
"10.1101/010991",TRUE,9.18,5,1,0,0,0,0
"10.1101/011007",TRUE,11.998,5,1,0,0,0,0
"10.1101/011049",TRUE,2.35,6,0,0,0,0,15
"10.1101/011056",TRUE,6.35,12,0,0,0,0,9
"10.1101/011023",TRUE,19,21,1,0,0,0,7
"10.1101/011064",TRUE,10.032,8,1,0,0,0,52
"10.1101/011080",TRUE,1.75,4,0,0,0,0,0
"10.1101/011106",TRUE,11.5,6,1,0,0,0,0
"10.1101/011031",TRUE,0.75,3,0,0,0,0,1
"10.1101/010967",TRUE,46.25,70,1,0,0,0,59
"10.1101/011122",TRUE,0.5,2,0,0,0,0,0
"10.1101/011130",TRUE,5.35,13,0,0,0,0,8
"10.1101/011189",TRUE,8.032,3,1,0,0,0,1
"10.1101/011171",TRUE,12.1,9,1,0,0,0,39
"10.1101/011197",TRUE,12,13,1,0,0,0,0
"10.1101/011072",TRUE,2.25,7,0,0,0,0,16
"10.1101/011205",TRUE,10.5,7,1,0,0,0,13
"10.1101/011213",TRUE,17.05,20,1,0,0,0,14
"10.1101/011221",TRUE,17.85,18,1,0,0,0,201
"10.1101/011247",TRUE,11.75,10,1,0,0,0,2
"10.1101/011270",TRUE,10.75,7,1,0,0,0,0
"10.1101/011296",TRUE,3.7,7,0,0,0,0,14
"10.1101/011304",TRUE,1.25,4,0,0,0,0,0
"10.1101/010975",TRUE,5.85,12,0,0,0,0,0
"10.1101/011262",TRUE,17.5,13,0,0,0,0,16
"10.1101/011288",TRUE,1.75,7,0,0,0,0,0
"10.1101/010389",TRUE,3.75,9,0,0,0,0,7
"10.1101/011320",TRUE,16.52,13,1,0,0,0,86
"10.1101/011346",TRUE,8.8,18,0,0,0,0,1
"10.1101/011353",TRUE,16.6,32,0,0,0,0,19
"10.1101/011379",TRUE,0.75,3,0,0,0,0,13
"10.1101/011361",TRUE,15.6,22,1,0,0,0,24
"10.1101/011403",TRUE,10.178,4,1,0,0,0,0
"10.1101/011411",TRUE,2.6,5,0,0,0,0,2
"10.1101/011429",TRUE,52.248,50,1,2,0,0,8
"10.1101/011387",TRUE,1.25,5,0,0,0,0,0
"10.1101/011437",TRUE,19.448,18,1,0,0,0,2
"10.1101/011445",TRUE,12.998,7,1,0,0,0,3
"10.1101/011452",TRUE,20.248,17,1,0,0,0,41
"10.1101/011460",TRUE,18.098,18,1,0,0,0,39
"10.1101/011486",TRUE,11.45,24,0,0,0,0,0
"10.1101/011494",TRUE,2.5,8,0,0,0,0,0
"10.1101/011502",TRUE,15.4,17,1,0,0,0,0
"10.1101/011510",TRUE,4.85,8,0,0,0,0,0
"10.1101/011536",TRUE,0.25,1,0,0,0,0,1
"10.1101/011528",TRUE,5.95,12,0,0,0,0,5
"10.1101/011577",TRUE,2.6,5,0,0,0,0,0
"10.1101/011585",TRUE,11.3,9,1,0,0,0,0
"10.1101/011593",TRUE,16.4,17,1,0,0,0,20
"10.1101/011601",TRUE,34.25,40,2,0,0,0,15
"10.1101/011635",TRUE,1.5,4,0,0,0,0,9
"10.1101/011668",TRUE,1.5,6,0,0,0,0,15
"10.1101/011676",TRUE,0.5,2,0,0,0,0,0
"10.1101/011718",TRUE,11.096,9,1,0,0,0,22
"10.1101/011700",TRUE,3.45,7,0,0,0,0,1
"10.1101/011684",TRUE,3.5,8,0,0,0,0,0
"10.1101/011692",TRUE,15.178,16,1,0,0,0,3
"10.1101/011767",TRUE,14.346,17,1,0,0,0,5
"10.1101/011759",TRUE,14.998,11,1,0,0,0,0
"10.1101/011742",TRUE,3.5,6,0,0,0,0,3
"10.1101/011775",TRUE,20.7,19,1,0,0,0,18
"10.1101/011809",TRUE,33.3,47,1,0,0,0,7
"10.1101/011817",TRUE,10.7,7,1,0,0,0,1
"10.1101/011833",TRUE,6.85,15,0,0,0,0,16
"10.1101/011791",TRUE,2,6,0,0,0,0,4
"10.1101/011783",TRUE,1.5,5,0,0,0,0,0
"10.1101/011841",TRUE,13.85,13,1,0,0,0,2
"10.1101/011858",TRUE,1.85,5,0,0,0,0,4
"10.1101/011866",TRUE,12.3,10,1,0,0,0,2
"10.1101/011882",TRUE,14.1,16,1,0,0,0,42
"10.1101/011890",TRUE,12.08,13,1,0,0,0,45
"10.1101/011940",TRUE,16.05,33,0,0,0,0,12
"10.1101/011908",TRUE,1.5,5,0,0,0,0,0
"10.1101/011916",TRUE,1.25,4,0,0,0,0,0
"10.1101/011932",TRUE,3.5,2,0,0,1,0,15
"10.1101/011957",TRUE,1.5,3,0,0,0,0,0
"10.1101/011965",TRUE,2.35,5,0,0,0,0,1
"10.1101/011999",TRUE,2.85,8,0,0,0,0,16
"10.1101/012013",TRUE,11.75,10,1,0,0,0,1
"10.1101/012021",TRUE,15.8,18,1,0,0,0,11
"10.1101/012062",TRUE,0.5,2,0,0,0,0,4
"10.1101/012070",TRUE,13.25,14,1,0,0,0,35
"10.1101/012104",TRUE,0.5,2,0,0,0,0,0
"10.1101/011734",TRUE,2.75,6,0,0,0,0,0
"10.1101/011148",TRUE,1.5,3,0,0,0,0,0
"10.1101/012005",TRUE,9.75,5,1,0,0,0,2
"10.1101/012096",TRUE,15.55,16,1,0,0,0,0
"10.1101/012138",TRUE,0.25,1,0,0,0,0,0
"10.1101/012161",TRUE,3.25,9,0,0,0,0,0
"10.1101/012203",TRUE,54.15,93,0,0,0,0,105
"10.1101/012112",TRUE,11.5,12,1,0,0,0,1
"10.1101/012179",TRUE,44.928,56,2,0,0,0,13
"10.1101/012195",TRUE,1.25,5,0,0,0,0,0
"10.1101/012229",TRUE,17.55,26,0,0,0,0,0
"10.1101/012211",TRUE,8,3,1,0,0,0,7
"10.1101/012237",TRUE,3,7,0,0,0,0,29
"10.1101/012278",TRUE,7.5,2,1,0,0,0,0
"10.1101/012260",TRUE,58.05,89,1,0,0,0,13
"10.1101/011973",TRUE,1,3,0,0,0,0,6
"10.1101/012344",TRUE,1.35,3,0,0,0,0,0
"10.1101/012393",TRUE,0.75,3,0,0,0,0,0
"10.1101/012385",TRUE,11.998,6,1,0,0,0,12
"10.1101/012369",TRUE,13.498,8,1,0,0,0,1
"10.1101/012401",TRUE,14.248,9,1,0,0,0,52
"10.1101/012468",TRUE,10.998,3,1,0,0,0,0
"10.1101/012310",TRUE,16.848,15,1,0,0,0,24
"10.1101/012435",TRUE,0.75,3,0,0,0,0,12
"10.1101/012476",TRUE,1.5,3,0,0,0,0,0
"10.1101/012492",TRUE,3.95,7,0,0,0,0,8
"10.1101/012526",TRUE,4.75,13,0,0,0,0,2
"10.1101/012500",TRUE,17.198,11,1,0,0,0,0
"10.1101/011569",TRUE,17.38,20,1,0,0,0,0
