"PREPRINT_DOI","HAS_ALTMETRIC","ALT_SCORE","ALT_TWEETS","ALT_FEEDS","ALT_MSM","ALT_POLICIES","ALT_WIKIPEDIA","ALT_MENDELEY"
"10.1101/110213",TRUE,31.35,65,0,0,0,0,0
"10.1101/110643",TRUE,12.4,23,0,0,0,0,32
"10.1101/110353",TRUE,8.15,19,0,0,0,0,5
"10.1101/110510",TRUE,3.75,11,0,0,0,0,0
"10.1101/110254",TRUE,3.25,9,0,0,0,0,7
"10.1101/110189",TRUE,4.95,10,0,0,0,0,3
"10.1101/110403",TRUE,2,5,0,0,0,0,2
"10.1101/110387",TRUE,23.1,41,0,0,0,0,43
"10.1101/110569",TRUE,4.25,11,0,0,0,0,3
"10.1101/110130",TRUE,7,19,0,0,0,0,11
"10.1101/110296",TRUE,2.25,5,0,0,0,0,0
"10.1101/110338",TRUE,0.5,2,0,0,0,0,0
"10.1101/110619",TRUE,9.434,6,1,0,0,0,5
"10.1101/110197",TRUE,11.2,23,0,0,0,0,12
"10.1101/110361",TRUE,3,7,0,0,0,0,0
"10.1101/110817",TRUE,9.58,7,1,0,0,0,9
"10.1101/110981",TRUE,4.1,10,0,0,0,0,7
"10.1101/111013",TRUE,9.85,19,0,0,0,0,18
"10.1101/110833",TRUE,6,15,0,0,0,0,6
"10.1101/110494",TRUE,2.5,8,0,0,0,0,11
"10.1101/110759",TRUE,39.276,58,2,0,0,0,46
"10.1101/110486",TRUE,3.75,10,0,0,0,0,14
"10.1101/110973",TRUE,6.55,14,0,0,0,0,0
"10.1101/110288",TRUE,8.65,20,0,0,0,0,0
"10.1101/110924",TRUE,7.2,17,0,0,0,0,18
"10.1101/110791",TRUE,21.2,35,0,0,0,0,9
"10.1101/109660",TRUE,1.75,6,0,0,0,0,1
"10.1101/110775",TRUE,5.7,13,0,0,0,0,1
"10.1101/110437",TRUE,2.5,7,0,0,0,0,0
"10.1101/110841",TRUE,16.134,17,1,0,0,0,19
"10.1101/110882",TRUE,5.25,5,0,0,0,1,3
"10.1101/110999",TRUE,43.2,83,0,0,0,0,31
"10.1101/110783",TRUE,3.1,7,0,0,0,0,0
"10.1101/110809",TRUE,2.25,9,0,0,0,0,2
"10.1101/110577",TRUE,5.6,14,0,0,0,0,1
"10.1101/110908",TRUE,10.534,7,1,0,0,0,2
"10.1101/110890",TRUE,2.75,7,0,0,0,0,3
"10.1101/111039",TRUE,61.428,95,1,0,0,0,4
"10.1101/111021",TRUE,6.7,16,0,0,0,0,3
"10.1101/110692",TRUE,9.284,5,1,0,0,0,0
"10.1101/110544",TRUE,6.7,12,0,0,0,0,0
"10.1101/110767",TRUE,10.15,19,0,0,0,0,3
"10.1101/111005",TRUE,33.334,43,1,0,0,0,0
"10.1101/111153",TRUE,16.05,34,0,0,0,0,0
"10.1101/111229",TRUE,26,33,0,1,0,0,8
"10.1101/110858",TRUE,67.264,104,2,0,1,0,0
"10.1101/111237",TRUE,33.628,48,1,0,0,0,19
"10.1101/109496",TRUE,7.8,13,0,0,0,0,4
"10.1101/111179",TRUE,23.034,36,1,0,0,0,36
"10.1101/110932",TRUE,13.5,23,0,0,0,0,0
"10.1101/111054",TRUE,18.65,41,0,0,0,0,7
"10.1101/111088",TRUE,9.184,7,1,0,0,0,13
"10.1101/111096",TRUE,13.284,9,1,0,0,0,0
"10.1101/111161",TRUE,4.1,8,0,0,0,0,29
"10.1101/110825",TRUE,73.514,46,7,0,2,0,4
"10.1101/104117",TRUE,1.75,6,0,0,0,0,4
"10.1101/111203",TRUE,12.55,28,0,0,0,0,0
"10.1101/111070",TRUE,15.65,33,0,0,0,0,21
"10.1101/111138",TRUE,7.5,18,0,0,0,0,0
"10.1101/111104",TRUE,3.5,9,0,0,0,0,0
"10.1101/111146",TRUE,39.45,66,0,0,0,0,29
"10.1101/110221",TRUE,29.65,55,0,0,0,0,31
"10.1101/110965",TRUE,11.9,17,0,0,0,0,10
"10.1101/106161",TRUE,15.9,33,0,0,0,0,13
"10.1101/111526",TRUE,22.48,28,1,0,0,0,16
"10.1101/111492",TRUE,19.98,26,1,0,0,0,0
"10.1101/109272",TRUE,10.6,26,0,0,0,0,0
"10.1101/111476",TRUE,11.75,26,0,0,0,0,3
"10.1101/107078",TRUE,15.25,32,0,0,0,0,17
"10.1101/111385",TRUE,7.7,18,0,0,0,0,0
"10.1101/111245",TRUE,9.25,22,0,0,0,0,34
"10.1101/111567",TRUE,1,3,0,0,0,0,0
"10.1101/111583",TRUE,16.934,20,1,0,0,0,13
"10.1101/111377",TRUE,13.6,29,0,0,0,0,0
"10.1101/111443",TRUE,2.25,9,0,0,0,0,0
"10.1101/111278",TRUE,4.25,11,0,0,0,0,2
"10.1101/111559",TRUE,10.05,20,0,0,0,0,21
"10.1101/111484",TRUE,1.25,5,0,0,0,0,0
"10.1101/111195",TRUE,11.934,10,1,0,0,0,19
"10.1101/111112",TRUE,1.5,5,0,0,0,0,3
"10.1101/111393",TRUE,28,60,0,0,0,0,0
"10.1101/111435",TRUE,1.85,4,0,0,0,0,0
"10.1101/111534",TRUE,3.75,10,0,0,0,0,3
"10.1101/110684",TRUE,26.3,36,0,1,0,0,35
"10.1101/111617",TRUE,9.8,22,0,0,0,0,11
"10.1101/111609",TRUE,21.65,39,0,0,0,0,11
"10.1101/111716",TRUE,12.2,29,0,0,0,0,5
"10.1101/111591",TRUE,69.264,107,2,0,0,0,299
"10.1101/111724",TRUE,0.75,3,0,0,0,0,16
"10.1101/111765",TRUE,2.95,6,0,0,0,0,0
"10.1101/111625",TRUE,32.95,65,0,0,0,0,43
"10.1101/111781",TRUE,14.15,32,0,0,0,0,0
"10.1101/111807",TRUE,232.85,375,1,0,0,0,79
"10.1101/111575",TRUE,30.25,56,0,0,0,0,34
"10.1101/110940",TRUE,10,18,0,0,0,0,1
"10.1101/111708",TRUE,8.934,6,1,0,0,0,0
"10.1101/111732",TRUE,2.5,7,0,0,0,0,0
"10.1101/111120",TRUE,4,13,0,0,0,0,0
"10.1101/111666",TRUE,2.75,10,0,0,0,0,0
"10.1101/105247",TRUE,2,4,0,0,0,0,0
"10.1101/111831",TRUE,11.15,20,0,0,0,0,7
"10.1101/111922",TRUE,7.05,15,0,0,0,0,6
"10.1101/111955",TRUE,14.434,20,1,0,0,0,0
"10.1101/111898",TRUE,18.9,36,0,0,0,0,0
"10.1101/111906",TRUE,2.75,5,0,0,0,0,10
"10.1101/110957",TRUE,11.3,21,0,0,0,0,3
"10.1101/111260",TRUE,3,9,0,0,0,0,26
"10.1101/111930",TRUE,9.4,19,0,0,0,0,0
"10.1101/111500",TRUE,34.514,43,2,0,0,0,23
"10.1101/112029",TRUE,5.25,11,0,0,0,0,3
"10.1101/112011",TRUE,22.534,33,1,0,0,0,1
"10.1101/101832",TRUE,28.214,35,2,0,0,0,15
"10.1101/111690",TRUE,17.984,23,1,0,0,0,11
"10.1101/111971",TRUE,2.75,8,0,0,0,0,0
"10.1101/111948",TRUE,6.6,14,0,0,0,0,5
"10.1101/111658",TRUE,5.1,10,0,0,0,0,0
"10.1101/098996",TRUE,71.95,119,0,0,0,0,40
"10.1101/111187",TRUE,11.05,24,0,0,0,0,0
"10.1101/112250",TRUE,6.3,12,0,0,0,0,0
"10.1101/112094",TRUE,9.95,23,0,0,0,0,6
"10.1101/112060",TRUE,8.1,19,0,0,0,0,18
"10.1101/111989",TRUE,4.5,13,0,0,0,0,11
"10.1101/106757",TRUE,22.184,14,2,0,0,0,0
"10.1101/112110",TRUE,13.33,13,1,0,0,0,0
"10.1101/112243",TRUE,8.934,6,1,0,0,0,0
"10.1101/111914",TRUE,10.83,10,1,0,0,0,0
"10.1101/112284",TRUE,2.25,6,0,0,0,0,1
"10.1101/112169",TRUE,2,6,0,0,0,0,8
"10.1101/110460",TRUE,11.434,9,1,0,0,0,0
"10.1101/112052",TRUE,4.35,9,0,0,0,0,0
"10.1101/112045",TRUE,8.522,5,1,0,0,0,4
"10.1101/111542",TRUE,5.2,10,0,0,0,0,18
"10.1101/112276",TRUE,11.184,9,1,0,0,0,0
"10.1101/110734",TRUE,57.23,95,2,0,0,0,43
"10.1101/112086",TRUE,1,3,0,0,0,0,0
"10.1101/112128",TRUE,1.5,5,0,0,0,0,3
"10.1101/112318",TRUE,10,25,0,0,0,0,12
"10.1101/112235",TRUE,10.6,24,0,0,0,0,0
"10.1101/112565",TRUE,25.08,40,1,0,0,0,14
"10.1101/112417",TRUE,9,23,0,0,0,0,7
"10.1101/112581",TRUE,11.25,22,0,0,0,0,0
"10.1101/112540",TRUE,48.1,90,0,0,0,0,8
"10.1101/112383",TRUE,7.95,18,0,0,0,0,7
"10.1101/112334",TRUE,9.184,5,1,0,0,0,0
"10.1101/112623",TRUE,42.434,63,1,0,0,0,18
"10.1101/112367",TRUE,5.75,12,0,0,0,0,1
"10.1101/112532",TRUE,137.656,157,2,4,0,0,31
"10.1101/112557",TRUE,11.284,9,1,0,0,0,8
"10.1101/112409",TRUE,25.5,42,0,0,0,0,7
"10.1101/111773",TRUE,27.334,41,1,0,0,0,22
"10.1101/112433",TRUE,2,5,0,0,0,0,2
"10.1101/112599",TRUE,19.884,27,1,0,0,0,0
"10.1101/112375",TRUE,2.75,8,0,0,0,0,2
"10.1101/112516",TRUE,5.85,14,0,0,0,0,0
"10.1101/112144",TRUE,9.184,5,1,0,0,0,0
"10.1101/112391",TRUE,24.48,36,1,0,0,0,1
"10.1101/112524",TRUE,66.834,118,1,0,0,0,16
"10.1101/112870",TRUE,15.1,27,0,0,0,0,22
"10.1101/112730",TRUE,2,6,0,0,0,0,0
"10.1101/112649",TRUE,9.83,8,1,0,0,0,6
"10.1101/112698",TRUE,2.75,7,0,0,0,0,7
"10.1101/112664",TRUE,55.13,95,1,0,0,0,54
"10.1101/112813",TRUE,3,8,0,0,0,0,0
"10.1101/112656",TRUE,2.5,8,0,0,0,0,0
"10.1101/112797",TRUE,2.25,6,0,0,0,0,0
"10.1101/112854",TRUE,5.5,16,0,0,0,0,9
"10.1101/112748",TRUE,3,7,0,0,0,0,0
"10.1101/112755",TRUE,5,9,0,0,0,0,0
"10.1101/112326",TRUE,8,21,0,0,0,0,16
"10.1101/112672",TRUE,17.1,34,0,0,0,0,2
"10.1101/112631",TRUE,26.35,53,0,0,0,0,25
"10.1101/111252",TRUE,9.6,19,0,0,0,0,6
"10.1101/112714",TRUE,40.024,43,3,0,0,0,16
"10.1101/112946",TRUE,10,23,0,0,0,0,1
"10.1101/113068",TRUE,113.784,187,1,0,0,0,143
"10.1101/113225",TRUE,8.7,17,0,0,0,0,24
"10.1101/112763",TRUE,7.35,14,0,0,0,0,0
"10.1101/112920",TRUE,7.95,16,0,0,0,0,2
"10.1101/113167",TRUE,11.03,8,1,0,0,0,3
"10.1101/113134",TRUE,6.95,14,0,0,0,0,0
"10.1101/113001",TRUE,3.5,8,0,0,0,0,5
"10.1101/113126",TRUE,5.95,12,0,0,0,0,16
"10.1101/113027",TRUE,4.45,10,0,0,0,0,0
"10.1101/113142",TRUE,2.25,7,0,0,0,0,0
"10.1101/112862",TRUE,17.7,15,0,1,0,0,1
"10.1101/112953",TRUE,9.7,22,0,0,0,0,5
"10.1101/113191",TRUE,3.1,8,0,0,0,0,3
"10.1101/112987",TRUE,2.75,9,0,0,0,0,0
"10.1101/112979",TRUE,17.184,21,1,0,0,0,0
"10.1101/113183",TRUE,4.35,9,0,0,0,0,26
"10.1101/113175",TRUE,9.95,21,0,0,0,0,16
"10.1101/112847",TRUE,10.2,24,0,0,0,0,0
"10.1101/106344",TRUE,14.05,31,0,0,0,0,23
"10.1101/112995",TRUE,7.2,14,0,0,0,0,3
"10.1101/113035",TRUE,2.5,9,0,0,0,0,0
"10.1101/112466",TRUE,6.5,16,0,0,0,0,6
"10.1101/112904",TRUE,2.75,9,0,0,0,0,12
"10.1101/113324",TRUE,3,10,0,0,0,0,0
"10.1101/113514",TRUE,4,13,0,0,0,0,4
"10.1101/113472",TRUE,4.25,10,0,0,0,0,85
"10.1101/113449",TRUE,26.6,52,0,0,0,0,43
"10.1101/113308",TRUE,1.75,6,0,0,0,0,0
"10.1101/113415",TRUE,3.25,8,0,0,0,0,0
"10.1101/113845",TRUE,6.1,13,0,0,0,0,0
"10.1101/113498",TRUE,18.55,41,0,0,0,0,18
"10.1101/113480",TRUE,18.93,23,1,0,0,0,11
"10.1101/113100",TRUE,17.558,24,1,0,0,0,5
"10.1101/113340",TRUE,2.1,5,0,0,0,0,6
"10.1101/113357",TRUE,2.5,6,0,0,0,0,0
"10.1101/112680",TRUE,2,6,0,0,0,0,0
"10.1101/113282",TRUE,8.184,3,1,0,0,0,3
"10.1101/112607",TRUE,5,6,0,0,0,0,0
"10.1101/113217",TRUE,6.2,12,0,0,0,0,0
"10.1101/113522",TRUE,6,15,0,0,0,0,8
"10.1101/113530",TRUE,13.18,13,1,0,0,0,0
"10.1101/113373",TRUE,7.1,15,0,0,0,0,14
"10.1101/113209",TRUE,5.85,12,0,0,0,0,0
"10.1101/113241",TRUE,73,102,3,0,0,0,48
"10.1101/113043",TRUE,7.05,12,0,0,0,0,9
"10.1101/113316",TRUE,7,15,0,0,0,0,7
"10.1101/112177",TRUE,7.7,20,0,0,0,0,21
"10.1101/113274",TRUE,3.25,8,0,0,0,0,0
"10.1101/113563",TRUE,21.8,45,0,0,0,0,24
"10.1101/113837",TRUE,1.75,5,0,0,0,0,1
"10.1101/113456",TRUE,4.85,12,0,0,0,0,0
"10.1101/113613",TRUE,11.2,25,0,0,0,0,13
"10.1101/113795",TRUE,3.75,5,0,0,0,0,16
"10.1101/113704",TRUE,2,6,0,0,0,0,0
"10.1101/113571",TRUE,7.9,16,0,0,0,0,1
"10.1101/113803",TRUE,1.5,6,0,0,0,0,6
"10.1101/111823",TRUE,8.35,18,0,0,0,0,13
"10.1101/113985",TRUE,12.05,26,0,0,0,0,5
"10.1101/113670",TRUE,4.6,12,0,0,0,0,7
"10.1101/113688",TRUE,1.5,6,0,0,0,0,0
"10.1101/113779",TRUE,71.794,117,2,0,0,0,38
"10.1101/108886",TRUE,7.6,20,0,0,0,0,2
"10.1101/113696",TRUE,89.2,10,0,11,0,0,8
"10.1101/113951",TRUE,10.75,27,0,0,0,0,22
"10.1101/113852",TRUE,8.934,5,1,0,0,0,0
"10.1101/113605",TRUE,2.25,6,0,0,0,0,0
"10.1101/113944",TRUE,6.1,16,0,0,0,0,17
"10.1101/113936",TRUE,1.25,5,0,0,0,0,0
"10.1101/113621",TRUE,1.75,7,0,0,0,0,0
"10.1101/113746",TRUE,79.8,152,0,0,0,0,64
"10.1101/114090",TRUE,12.484,10,1,0,0,0,8
"10.1101/114058",TRUE,17.8,32,0,0,0,0,4
"10.1101/112573",TRUE,1.75,6,0,0,0,0,0
"10.1101/113969",TRUE,5.25,14,0,0,0,0,6
"10.1101/113787",TRUE,2.25,6,0,0,0,0,0
"10.1101/114132",TRUE,4.75,13,0,0,0,0,0
"10.1101/114033",TRUE,7.5,18,0,0,0,0,12
"10.1101/114116",TRUE,4.25,9,0,0,0,0,0
"10.1101/114074",TRUE,10.934,10,1,0,0,0,1
"10.1101/113548",TRUE,7.1,19,0,0,0,0,20
"10.1101/113993",TRUE,1.75,6,0,0,0,0,2
"10.1101/107680",TRUE,51.85,103,0,0,0,0,25
"10.1101/114199",TRUE,11.684,13,1,0,0,0,3
"10.1101/113654",TRUE,12.75,23,0,0,0,0,6
"10.1101/114256",TRUE,4.6,11,0,0,0,0,5
"10.1101/114082",TRUE,3.25,8,0,0,0,0,8
"10.1101/110502",TRUE,2,8,0,0,0,0,3
"10.1101/114447",TRUE,7.7,17,0,0,0,0,6
"10.1101/109918",TRUE,2.6,7,0,0,0,0,0
"10.1101/114454",TRUE,8.3,16,0,0,0,0,10
"10.1101/114504",TRUE,10.934,8,1,0,0,0,0
"10.1101/114314",TRUE,2.5,8,0,0,0,0,2
"10.1101/114157",TRUE,2.5,6,0,0,0,0,12
"10.1101/114371",TRUE,36.234,56,1,0,0,0,10
"10.1101/114470",TRUE,10.25,27,0,0,0,0,5
"10.1101/113506",TRUE,17.85,24,0,0,0,1,4
"10.1101/114298",TRUE,3.75,11,0,0,0,0,0
"10.1101/114397",TRUE,9.1,20,0,0,0,0,1
"10.1101/113878",TRUE,6.45,13,0,0,0,0,2
"10.1101/113019",TRUE,6.05,13,0,0,0,0,4
"10.1101/114165",TRUE,52.834,91,1,0,0,0,76
"10.1101/114173",TRUE,22.45,42,0,0,0,0,43
"10.1101/114207",TRUE,2.5,7,0,0,0,0,4
"10.1101/114462",TRUE,62.08,102,1,0,0,0,30
"10.1101/114306",TRUE,4,11,0,0,0,0,0
"10.1101/113829",TRUE,6.35,13,0,0,0,0,15
"10.1101/114330",TRUE,9.85,25,0,0,0,0,0
"10.1101/114322",TRUE,4.75,14,0,0,0,0,0
"10.1101/114439",TRUE,5.5,11,0,0,0,0,0
"10.1101/114355",TRUE,26.584,40,1,0,0,0,9
"10.1101/108084",TRUE,4.25,12,0,0,0,0,0
"10.1101/114348",TRUE,3.25,10,0,0,0,0,4
"10.1101/114215",TRUE,21,45,0,0,0,0,37
"10.1101/114488",TRUE,44.044,60,2,0,0,0,55
"10.1101/114603",TRUE,11.2,27,0,0,0,0,14
"10.1101/113712",TRUE,10.65,22,0,0,0,0,0
"10.1101/114819",TRUE,14.65,32,0,0,0,0,51
"10.1101/114108",TRUE,9.7,22,0,0,0,0,0
"10.1101/114785",TRUE,39.45,75,0,0,0,0,12
"10.1101/114793",TRUE,14.15,30,0,0,0,0,19
"10.1101/114611",TRUE,0.75,2,0,0,0,0,0
"10.1101/114652",TRUE,11.184,10,1,0,0,0,3
"10.1101/114694",TRUE,9.1,19,0,0,0,0,8
"10.1101/076950",TRUE,3.5,10,0,0,0,0,23
"10.1101/114520",TRUE,16.85,33,0,0,0,0,21
"10.1101/114579",TRUE,33.35,66,0,0,0,0,0
"10.1101/114645",TRUE,5.5,17,0,0,0,0,0
"10.1101/114413",TRUE,3.25,8,0,0,0,0,13
"10.1101/114512",TRUE,26.35,33,0,1,0,0,11
"10.1101/114587",TRUE,25.25,54,0,0,0,0,34
"10.1101/114538",TRUE,2.75,4,0,0,0,0,0
"10.1101/114827",TRUE,0.5,2,0,0,0,0,0
"10.1101/114801",TRUE,1.75,6,0,0,0,0,0
"10.1101/114660",TRUE,9.8,20,0,0,0,0,4
"10.1101/114629",TRUE,1.25,5,0,0,0,0,4
"10.1101/114918",TRUE,13.33,13,1,0,0,0,2
"10.1101/114637",TRUE,30.758,48,1,0,0,0,10
"10.1101/114835",TRUE,10.6,23,0,0,0,0,0
"10.1101/114272",TRUE,6.2,15,0,0,0,0,2
"10.1101/112458",TRUE,5.35,11,0,0,0,0,0
"10.1101/113597",TRUE,47.25,78,0,0,0,1,97
"10.1101/114850",TRUE,4.25,10,0,0,0,0,0
"10.1101/114546",TRUE,7.6,16,0,0,0,0,5
"10.1101/114900",TRUE,2,6,0,0,0,0,0
"10.1101/114769",TRUE,16.38,19,1,0,0,0,8
"10.1101/114496",TRUE,58.31,88,2,0,0,0,64
"10.1101/114991",TRUE,8.9,18,0,0,0,0,2
"10.1101/115048",TRUE,10.4,22,0,0,0,0,19
"10.1101/114983",TRUE,7.3,15,0,0,0,0,0
"10.1101/115089",TRUE,7.5,22,0,0,0,0,7
"10.1101/113753",TRUE,13.9,27,0,0,0,0,16
"10.1101/114751",TRUE,3,10,0,0,0,0,0
"10.1101/114959",TRUE,12.75,33,0,0,0,0,0
"10.1101/114884",TRUE,7,18,0,0,0,0,10
"10.1101/114405",TRUE,38.45,75,0,0,0,0,12
"10.1101/115055",TRUE,10.3,21,0,0,0,0,11
"10.1101/115014",TRUE,3.75,11,0,0,0,0,0
"10.1101/114967",TRUE,32.9,62,0,0,0,0,15
"10.1101/113860",TRUE,14.93,18,1,0,0,0,11
"10.1101/115022",TRUE,2.25,8,0,0,0,0,2
"10.1101/114975",TRUE,22.05,47,0,0,0,0,21
"10.1101/114363",TRUE,13.984,14,1,0,0,0,1
"10.1101/114025",TRUE,7.6,19,0,0,0,0,1
"10.1101/115063",TRUE,65.914,94,2,0,0,0,4
"10.1101/114892",TRUE,22.95,45,0,0,0,0,37
"10.1101/115105",TRUE,9.034,4,1,0,0,0,2
"10.1101/115170",TRUE,4.6,10,0,0,0,0,21
"10.1101/114678",TRUE,9.934,7,1,0,0,0,1
"10.1101/115121",TRUE,11.05,23,0,0,0,0,0
"10.1101/115204",TRUE,14.95,31,0,0,0,0,12
"10.1101/114926",TRUE,6.35,16,0,0,0,0,13
"10.1101/115295",TRUE,6.4,11,0,0,0,0,0
"10.1101/115428",TRUE,9.7,19,0,0,0,0,16
"10.1101/115576",TRUE,16.9,38,0,0,0,0,6
"10.1101/115360",TRUE,8.58,6,1,0,0,0,0
"10.1101/115527",TRUE,71.95,130,0,0,0,0,93
"10.1101/115386",TRUE,11.4,25,0,0,0,0,14
"10.1101/115410",TRUE,12.3,25,0,0,0,0,15
"10.1101/115535",TRUE,13.15,26,0,0,0,0,0
"10.1101/115501",TRUE,1.5,6,0,0,0,0,0
"10.1101/115493",TRUE,27.35,21,1,1,0,0,25
"10.1101/115238",TRUE,4.35,8,0,0,0,0,2
"10.1101/115261",TRUE,3.75,12,0,0,0,0,0
"10.1101/115444",TRUE,14.5,33,0,0,0,0,7
"10.1101/115030",TRUE,4,11,0,0,0,0,2
"10.1101/115451",TRUE,9.85,24,0,0,0,0,8
"10.1101/115154",TRUE,1.25,5,0,0,0,0,0
"10.1101/115246",TRUE,2.75,8,0,0,0,0,9
"10.1101/115329",TRUE,3.5,11,0,0,0,0,0
"10.1101/115378",TRUE,8.33,5,1,0,0,0,2
"10.1101/115402",TRUE,8.5,20,0,0,0,0,0
"10.1101/115477",TRUE,3.5,9,0,0,0,0,0
"10.1101/105684",TRUE,4,10,0,0,0,0,0
"10.1101/115543",TRUE,6.7,18,0,0,0,0,0
"10.1101/115097",TRUE,7.7,17,0,0,0,0,2
"10.1101/115519",TRUE,4.5,13,0,0,0,0,1
"10.1101/115196",TRUE,132.98,215,2,1,0,0,71
"10.1101/115139",TRUE,0.75,3,0,0,0,0,1
"10.1101/115592",TRUE,24.334,28,1,0,0,0,0
"10.1101/115568",TRUE,3.5,11,0,0,0,0,1
"10.1101/115345",TRUE,13,29,0,0,0,0,0
"10.1101/115188",TRUE,18.7,31,0,0,0,0,1
"10.1101/115253",TRUE,10,23,0,0,0,0,19
"10.1101/115287",TRUE,1,4,0,0,0,0,0
"10.1101/115758",TRUE,1,4,0,0,0,0,0
"10.1101/115931",TRUE,5.5,14,0,0,0,0,0
"10.1101/115618",TRUE,15.85,8,0,1,0,0,30
"10.1101/115865",TRUE,8.3,20,0,0,0,0,5
"10.1101/115824",TRUE,10.25,20,0,0,0,0,0
"10.1101/115691",TRUE,9.45,15,0,0,0,0,34
"10.1101/115816",TRUE,3.5,10,0,0,0,0,3
"10.1101/115600",TRUE,52.9,97,0,0,0,0,15
"10.1101/115907",TRUE,24.65,52,0,0,0,0,16
"10.1101/100164",TRUE,17.1,40,0,0,0,0,6
"10.1101/115857",TRUE,3.35,8,0,0,0,0,2
"10.1101/115899",TRUE,9.9,21,0,0,0,0,17
"10.1101/115717",TRUE,25.15,49,0,0,0,0,42
"10.1101/115709",TRUE,9.08,6,1,0,0,0,2
"10.1101/115808",TRUE,9.25,7,1,0,0,0,3
"10.1101/115485",TRUE,19.53,29,1,0,0,0,28
"10.1101/115733",TRUE,10.934,10,1,0,0,0,15
"10.1101/115675",TRUE,9.35,19,0,0,0,0,5
"10.1101/115659",TRUE,8.35,18,0,0,0,0,35
"10.1101/115667",TRUE,8.7,18,0,0,0,0,6
"10.1101/115683",TRUE,18.864,16,2,0,0,0,21
"10.1101/115741",TRUE,7.9,18,0,0,0,0,0
"10.1101/115790",TRUE,7.45,16,0,0,0,0,0
"10.1101/115832",TRUE,10.934,12,1,0,0,0,0
"10.1101/115881",TRUE,0.5,2,0,0,0,0,0
"10.1101/112037",TRUE,5.45,13,0,0,0,0,12
"10.1101/115956",TRUE,7.2,18,0,0,0,0,4
"10.1101/115279",TRUE,8.25,16,0,0,0,0,4
"10.1101/115972",TRUE,9.25,20,0,0,0,0,9
"10.1101/116004",TRUE,2.25,7,0,0,0,0,0
"10.1101/116053",TRUE,1.25,5,0,0,0,0,8
"10.1101/115949",TRUE,5.75,14,0,0,0,0,6
"10.1101/116038",TRUE,2.75,9,0,0,0,0,0
"10.1101/115071",TRUE,18.4,32,0,0,0,0,11
"10.1101/115998",TRUE,9,22,0,0,0,0,0
"10.1101/116046",TRUE,15.196,20,1,0,0,0,8
"10.1101/116061",TRUE,11.45,26,0,0,0,0,46
"10.1101/115915",TRUE,27.4,58,0,0,0,0,27
"10.1101/116012",TRUE,15.386,16,1,0,0,0,14
"10.1101/115980",TRUE,12.8,26,0,0,0,0,19
"10.1101/115923",TRUE,14.4,30,0,0,0,0,8
"10.1101/116020",TRUE,9.25,18,0,0,0,0,9
"10.1101/115550",TRUE,6.75,19,0,0,0,0,5
"10.1101/116152",TRUE,47.514,66,2,0,0,0,11
"10.1101/116129",TRUE,3.85,10,0,0,0,0,0
"10.1101/116095",TRUE,11.9,23,0,0,0,0,4
"10.1101/116111",TRUE,2.85,9,0,0,0,0,10
"10.1101/116087",TRUE,2.5,9,0,0,0,0,1
"10.1101/115964",TRUE,260.27,493,1,1,0,0,48
"10.1101/116145",TRUE,1.75,5,0,0,0,0,0
"10.1101/116277",TRUE,10.434,9,1,0,0,0,0
"10.1101/116327",TRUE,2.6,7,0,0,0,0,0
"10.1101/116319",TRUE,12.43,12,1,0,0,0,7
"10.1101/116186",TRUE,26,50,0,0,0,0,25
"10.1101/116269",TRUE,1.5,6,0,0,0,0,1
"10.1101/112896",TRUE,48.684,76,1,0,0,0,1
"10.1101/116244",TRUE,3.25,9,0,0,0,0,9
"10.1101/113266",TRUE,9,16,0,0,0,0,0
"10.1101/116418",TRUE,19.5,40,0,0,0,0,16
"10.1101/116392",TRUE,9.2,20,0,0,0,0,12
"10.1101/116194",TRUE,1.25,5,0,0,0,0,2
"10.1101/100677",TRUE,8.9,18,0,0,0,0,12
"10.1101/116426",TRUE,11.184,9,1,0,0,0,0
"10.1101/116350",TRUE,28.95,58,0,0,0,0,43
"10.1101/116384",TRUE,2.75,7,0,0,0,0,0
"10.1101/116376",TRUE,38.95,76,0,0,0,0,7
"10.1101/116491",TRUE,2,7,0,0,0,0,0
"10.1101/116178",TRUE,6.1,14,0,0,0,0,17
"10.1101/116533",TRUE,7.05,16,0,0,0,0,6
"10.1101/116582",TRUE,8,20,0,0,0,0,1
"10.1101/116566",TRUE,12.8,28,0,0,0,0,19
"10.1101/116574",TRUE,7.35,17,0,0,0,0,0
"10.1101/114124",TRUE,32.914,50,1,0,0,0,12
"10.1101/116475",TRUE,6.1,14,0,0,0,0,22
"10.1101/116467",TRUE,1.75,6,0,0,0,0,0
"10.1101/116202",TRUE,33.95,66,0,0,0,0,14
"10.1101/116442",TRUE,79.434,129,1,0,0,0,9
"10.1101/116905",TRUE,1,4,0,0,0,0,0
"10.1101/116814",TRUE,5.25,14,0,0,0,0,6
"10.1101/116731",TRUE,3.5,11,0,0,0,0,6
"10.1101/116699",TRUE,2.75,9,0,0,0,0,2
"10.1101/116509",TRUE,16.25,33,0,0,0,0,22
"10.1101/116459",TRUE,9.8,21,0,0,0,0,0
"10.1101/116517",TRUE,12.784,9,1,0,0,0,2
"10.1101/116913",TRUE,4.75,12,0,0,0,0,7
"10.1101/116434",TRUE,8.25,19,0,0,0,0,0
"10.1101/116590",TRUE,1.25,4,0,0,0,0,0
"10.1101/116558",TRUE,4.5,9,0,0,0,0,10
